epoch,finetuning/train_acc_epoch,finetuning/train_acc_step,finetuning/train_loss_epoch,finetuning/train_loss_step,finetuning/val_acc,finetuning/val_loss,step
2,,0.78125,,0.5064240097999573,,,2249
2,,,,,0.8545454740524292,0.4158921539783478,2249
2,0.7618333101272583,,0.488589346408844,,,,2249
3,,0.84375,,0.4118735194206238,,,2299
3,,0.71875,,0.5248836874961853,,,2349
3,,0.6875,,0.5072773694992065,,,2399
3,,0.84375,,0.3895130157470703,,,2449
3,,0.75,,0.4660033881664276,,,2499
3,,0.71875,,0.44318121671676636,,,2549
3,,0.6875,,0.5711501240730286,,,2599
3,,0.6875,,0.5007144212722778,,,2649
3,,0.75,,0.5010212659835815,,,2699
3,,0.71875,,0.5155539512634277,,,2749
3,,0.8125,,0.353962779045105,,,2799
3,,0.75,,0.4645150303840637,,,2849
3,,0.875,,0.4146498143672943,,,2899
3,,0.8125,,0.42276477813720703,,,2949
3,,0.71875,,0.5074207782745361,,,2999
3,,,,,0.8668830990791321,0.38257908821105957,2999
3,0.768750011920929,,0.47495707869529724,,,,2999
4,,0.8125,,0.47087863087654114,,,3049
4,,0.75,,0.45167186856269836,,,3099
4,,0.75,,0.5448219180107117,,,3149
4,,0.6875,,0.5555188655853271,,,3199
4,,0.71875,,0.5250104665756226,,,3249
4,,0.6875,,0.687422513961792,,,3299
4,,0.78125,,0.43686357140541077,,,3349
4,,0.6875,,0.513698399066925,,,3399
4,,0.6875,,0.541700541973114,,,3449
4,,0.875,,0.343142032623291,,,3499
4,,0.75,,0.46744439005851746,,,3549
4,,0.78125,,0.4365333914756775,,,3599
4,,0.75,,0.481242299079895,,,3649
4,,0.8125,,0.43407219648361206,,,3699
4,,0.71875,,0.5738007426261902,,,3749
4,,,,,0.8701298832893372,0.3630812168121338,3749
4,0.7735833525657654,,0.468128502368927,,,,3749
5,,0.84375,,0.3925943076610565,,,3799
5,,0.875,,0.2832224369049072,,,3849
5,,0.8125,,0.45381709933280945,,,3899
5,,0.875,,0.39840078353881836,,,3949
5,,0.8125,,0.42935609817504883,,,3999
5,,0.90625,,0.4087631106376648,,,4049
5,,0.75,,0.5727028250694275,,,4099
5,,0.84375,,0.4156588912010193,,,4149
5,,0.625,,0.5371122360229492,,,4199
5,,0.9375,,0.3106267750263214,,,4249
5,,0.75,,0.6606730222702026,,,4299
5,,0.8125,,0.45998460054397583,,,4349
5,,0.875,,0.4116646349430084,,,4399
5,,0.84375,,0.39502620697021484,,,4449
5,,0.625,,0.7258474826812744,,,4499
5,,,,,0.8785714507102966,0.34567585587501526,4499
5,0.781291663646698,,0.45891284942626953,,,,4499
6,,0.84375,,0.4049212336540222,,,4549
6,,0.8125,,0.460239440202713,,,4599
6,,0.75,,0.5403755903244019,,,4649
6,,0.75,,0.5064234733581543,,,4699
6,,0.84375,,0.35705262422561646,,,4749
6,,0.875,,0.3276117146015167,,,4799
6,,0.84375,,0.33121365308761597,,,4849
6,,0.8125,,0.4765699803829193,,,4899
6,,0.78125,,0.5187380313873291,,,4949
6,,0.8125,,0.3756271302700043,,,4999
6,,0.75,,0.48151156306266785,,,5049
6,,0.8125,,0.46908923983573914,,,5099
6,,0.78125,,0.43495476245880127,,,5149
6,,0.9375,,0.4087088108062744,,,5199
6,,0.78125,,0.5251946449279785,,,5249
6,,,,,0.8727272748947144,0.3586202561855316,5249
6,0.7880416512489319,,0.44929853081703186,,,,5249
7,,0.8125,,0.3842700719833374,,,5299
7,,0.875,,0.3600439429283142,,,5349
7,,0.8125,,0.41338521242141724,,,5399
7,,0.78125,,0.5003934502601624,,,5449
7,,0.78125,,0.41496461629867554,,,5499
7,,0.75,,0.519370973110199,,,5549
7,,0.84375,,0.3920718729496002,,,5599
7,,0.8125,,0.4292377531528473,,,5649
7,,0.8125,,0.38930463790893555,,,5699
7,,0.875,,0.3896569013595581,,,5749
7,,0.875,,0.39990800619125366,,,5799
7,,0.71875,,0.44029122591018677,,,5849
7,,0.8125,,0.505425751209259,,,5899
7,,0.78125,,0.43459057807922363,,,5949
7,,0.71875,,0.6290290355682373,,,5999
7,,,,,0.8753246665000916,0.3511553108692169,5999
7,0.7855416536331177,,0.45048364996910095,,,,5999
8,,0.84375,,0.29399681091308594,,,6049
8,,0.75,,0.5353649854660034,,,6099
8,,0.875,,0.407453715801239,,,6149
8,,0.625,,0.5569680333137512,,,6199
8,,0.71875,,0.44309288263320923,,,6249
8,,0.84375,,0.4280491769313812,,,6299
8,,0.75,,0.42168742418289185,,,6349
8,,0.75,,0.4725552201271057,,,6399
8,,0.71875,,0.4937909245491028,,,6449
8,,0.6875,,0.5770054459571838,,,6499
8,,0.75,,0.457952618598938,,,6549
8,,0.65625,,0.7295514345169067,,,6599
8,,0.71875,,0.5208625197410583,,,6649
8,,0.84375,,0.28013327717781067,,,6699
8,,0.75,,0.4417197108268738,,,6749
8,,,,,0.8798701167106628,0.3434365391731262,6749
8,0.7894999980926514,,0.443363755941391,,,,6749
9,,0.75,,0.3946613669395447,,,6799
9,,0.78125,,0.4599350690841675,,,6849
9,,0.65625,,0.5524837970733643,,,6899
9,,0.71875,,0.6179194450378418,,,6949
9,,0.625,,0.6742216944694519,,,6999
9,,0.65625,,0.6412525177001953,,,7049
9,,0.9375,,0.2933293581008911,,,7099
9,,0.8125,,0.480512410402298,,,7149
9,,0.75,,0.4933554530143738,,,7199
9,,0.78125,,0.3664992153644562,,,7249
9,,0.75,,0.5880624651908875,,,7299
9,,0.59375,,0.6721140146255493,,,7349
9,,0.75,,0.38321298360824585,,,7399
9,,0.71875,,0.5471774935722351,,,7449
9,,0.8125,,0.3710431456565857,,,7499
9,,,,,0.8798701167106628,0.33937889337539673,7499
9,0.7907083630561829,,0.43965649604797363,,,,7499
