epoch,finetuning/train_acc_epoch,finetuning/train_acc_step,finetuning/train_loss_epoch,finetuning/train_loss_step,finetuning/val_acc,finetuning/val_loss,step
0,,0.578125,,0.6856175661087036,,,49
0,,0.421875,,0.7001656889915466,,,99
0,,0.453125,,0.7037960290908813,,,149
0,,0.46875,,0.6919460296630859,,,199
0,,0.4375,,0.6996157765388489,,,249
0,,0.484375,,0.6923002004623413,,,299
0,,0.4375,,0.6971567273139954,,,349
0,,,,,0.11233766376972198,0.7035012245178223,374
0,0.4975416660308838,,0.69659423828125,,,,374
1,,0.484375,,0.6932581067085266,,,399
1,,0.578125,,0.6875501275062561,,,449
1,,0.609375,,0.6789141893386841,,,499
1,,0.546875,,0.6969819068908691,,,549
1,,0.46875,,0.6952847242355347,,,599
1,,0.4375,,0.6991207599639893,,,649
1,,0.484375,,0.701163649559021,,,699
1,,0.53125,,0.6957732439041138,,,749
1,,,,,0.8876623511314392,0.6781895160675049,749
1,0.503333330154419,,0.6942211985588074,,,,749
2,,0.53125,,0.6987285614013672,,,799
2,,0.515625,,0.6931685209274292,,,849
2,,0.5,,0.6922895908355713,,,899
2,,0.484375,,0.6902035474777222,,,949
2,,0.453125,,0.6927398443222046,,,999
2,,0.515625,,0.6918669939041138,,,1049
2,,0.546875,,0.6914910078048706,,,1099
2,,,,,0.4577922224998474,0.6971646547317505,1124
2,0.4947083294391632,,0.6939948201179504,,,,1124
3,,0.484375,,0.6948685646057129,,,1149
3,,0.359375,,0.695256769657135,,,1199
3,,0.546875,,0.6920945644378662,,,1249
3,,0.484375,,0.6938512325286865,,,1299
